,Left,Right,Steering_angle,Speed
4390,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.4427_3073.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.4577_3073.jpg,0.0000,38.2559
4391,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.5117_3074.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.5257_3074.jpg,0.0000,37.9922
4392,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.5833_3075.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.6029_3075.jpg,0.0000,37.7115
4393,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.6545_3076.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.6673_3076.jpg,0.0000,37.4512
4394,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.7135_3077.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.7265_3077.jpg,0.0000,37.2112
4395,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.7779_3078.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.7909_3078.jpg,0.0000,36.9910
4396,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.8359_3079.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.8479_3079.jpg,4.6130,36.7451
4397,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.8968_3080.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.9088_3080.jpg,9.0947,36.4387
4398,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-22.9619_3081.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-22.9757_3081.jpg,13.4351,36.0690
4399,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.0347_3082.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.0477_3082.jpg,7.7339,35.7832
4400,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.1019_3083.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.1159_3083.jpg,2.2988,35.5333
4401,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.1749_3084.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.1879_3084.jpg,0.0000,35.2692
4402,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.2437_3085.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.2566_3085.jpg,0.0000,35.0154
4403,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.3030_3086.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.3230_3086.jpg,0.0000,34.8031
4404,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.3758_3087.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.3878_3087.jpg,0.0000,34.5597
4405,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.4438_3088.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.4568_3088.jpg,0.0000,34.3364
4406,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.5108_3089.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.5278_3089.jpg,0.0000,34.1151
4407,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.5818_3090.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.5949_3090.jpg,0.0000,33.8450
4408,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.6431_3091.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.6571_3091.jpg,4.6131,33.6042
4409,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.7126_3092.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.7281_3092.jpg,9.3694,33.3213
4410,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.7788_3093.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.7956_3093.jpg,14.0800,32.9411
4411,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.8426_3094.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.8676_3094.jpg,8.7243,32.6950
4412,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.9303_3095.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-23.9430_3095.jpg,2.4974,32.4143
4413,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-23.9976_3096.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.0181_3096.jpg,0.0000,32.1685
4414,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.0744_3097.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.0922_3097.jpg,0.0000,31.9185
4415,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.1520_3098.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.1684_3098.jpg,5.9155,31.6588
4416,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.2228_3099.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.2388_3099.jpg,0.3601,31.4169
4417,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.2948_3100.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.3098_3100.jpg,0.0000,31.1946
4418,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.3578_3101.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.3738_3101.jpg,0.0000,30.9762
4419,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.4188_3102.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.4338_3102.jpg,0.0000,30.7912
4420,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.4788_3103.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.4968_3103.jpg,0.0000,30.6230
4421,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.5558_3104.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.5728_3104.jpg,0.0000,30.3955
4422,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.6218_3105.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.6398_3105.jpg,0.0000,30.1849
4423,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.6827_3106.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.6956_3106.jpg,4.6018,29.9670
4424,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.7427_3107.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.7547_3107.jpg,9.0614,29.7139
4425,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.8091_3108.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.8211_3108.jpg,4.4913,29.5341
4426,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.9072_3109.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.9209_3109.jpg,0.0000,29.2450
4427,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-24.9689_3110.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-24.9836_3110.jpg,0.0000,29.0534
4428,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.0386_3111.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.0513_3111.jpg,4.8926,28.8500
4429,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.1214_3112.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.1374_3112.jpg,10.9951,28.4807
4430,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.1954_3113.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.2125_3113.jpg,5.1632,28.2711
4431,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.2660_3114.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.2790_3114.jpg,0.0000,28.0548
4432,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.3262_3115.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.3420_3115.jpg,0.0000,27.8650
4433,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.3878_3116.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.4048_3116.jpg,0.0000,27.6954
4434,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.4489_3117.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.4619_3117.jpg,0.0000,27.5152
4435,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.5093_3118.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.5275_3118.jpg,0.0000,27.3675
4436,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.5823_3119.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.5953_3119.jpg,0.0000,28.6722
4437,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.6412_3120.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.6533_3120.jpg,0.0000,29.3868
4438,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.7049_3121.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.7309_3121.jpg,0.0000,30.0583
4439,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.7948_3122.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.8148_3122.jpg,0.0000,31.0236
4440,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.8688_3123.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.8818_3123.jpg,5.6096,31.8021
4441,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-25.9368_3124.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-25.9518_3124.jpg,0.4126,32.6032
4442,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.0068_3125.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.0228_3125.jpg,0.0000,33.4056
4443,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.0838_3126.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.0988_3126.jpg,5.7086,34.5004
4444,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.1539_3127.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.1759_3127.jpg,11.1278,35.0590
4445,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.2367_3128.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.2517_3128.jpg,5.2190,35.2923
4446,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.3115_3129.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.3255_3129.jpg,0.0000,35.0123
4447,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.3777_3130.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.3927_3130.jpg,0.0000,34.7794
4448,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.4397_3131.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.4517_3131.jpg,0.0000,34.5513
4449,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.4987_3132.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.5157_3132.jpg,0.0000,34.3272
4450,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.5587_3133.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.5757_3133.jpg,0.0000,34.1224
4451,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.6225_3134.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.6388_3134.jpg,0.0000,33.9199
4452,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.6818_3135.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.6988_3135.jpg,4.6982,33.6801
4453,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.7677_3136.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.7817_3136.jpg,10.5130,33.3058
4454,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.8287_3137.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.8460_3137.jpg,5.4975,33.0697
4455,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.8975_3138.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.9105_3138.jpg,0.5586,32.8472
4456,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-26.9608_3139.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-26.9768_3139.jpg,0.0000,32.6269
4457,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.0277_3140.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.0447_3140.jpg,0.0000,32.4287
4458,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.0887_3141.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.1057_3141.jpg,0.0000,32.2015
4459,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.1567_3142.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.1817_3142.jpg,0.0000,31.9932
4460,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.2403_3143.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.2643_3143.jpg,6.1862,31.6948
4461,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.3168_3144.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.3298_3144.jpg,11.5693,31.3363
4462,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.3753_3145.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.3884_3145.jpg,16.3677,30.9734
4463,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.4407_3146.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.4537_3146.jpg,11.4709,30.7317
4464,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.5255_3147.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.5495_3147.jpg,17.6355,30.3336
4465,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.6227_3148.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.6398_3148.jpg,10.7617,30.0785
4466,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.7018_3149.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.7157_3149.jpg,4.4985,29.8144
4467,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.7708_3150.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.7857_3150.jpg,9.7396,29.6039
4468,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_left_512x512_12-19-21-27.8487_3151.jpg,W:/Mathematical Computations/Projects/Unity CNN/Screenshots/screenshot_right_512x512_12-19-21-27.8736_3151.jpg,4.0733,29.3847
